id,type,category_id,content
1178,乳がん,11.1.1.8.,体が言うことを聞かず、何もする気になれなかった。
1179,乳がん,11.1.1.8.,体が思うように動かない。
1180,乳がん,11.1.1.8.,体の不調が時々出る。
1181,乳がん,11.1.1.8.,退院後の体の痛みや薬の副作用の苦痛。
1182,乳がん,11.1.1.8.,脱毛やしみ、色素沈着など抗がん剤の副作用。
1183,乳がん,11.1.1.8.,白血球の極度な減少。
1184,乳がん,11.1.1.8.,白内障が出てきたのが副作用ではないか。
1185,乳がん,11.1.1.8.,薄毛やしみなど、治療前とは違う外見がつらかった。
1186,乳がん,11.1.1.8.,浮腫と体の痛み、投薬による体の不調がいまだに続いている。
1187,乳がん,11.1.1.8.,風邪などひきやすく、具合が悪いことも多かった。
1188,乳がん,11.1.1.8.,副作用が心配。胃痛、下痢と熱があり、食欲不振で心配。
1189,乳がん,11.1.1.8.,副作用で髪が抜けたり、顔がむくんだり、外見が変わっていくことに心がついていけず、人と会うことや、外出がおっくうになった。周りの人に病気のことを知られるのが怖かった。
1190,乳がん,11.1.1.8.,副作用による皮膚炎、現在も浮腫としびれ。
1191,乳がん,11.1.1.8.,副作用の手足のしびれ、体の疲れが取れない状態が続いている。
1192,乳がん,11.1.1.8.,免疫力の低下など抗がん剤の副作用が心配だった。
1193,乳がん,11.1.1.8.,薬の副作用で関節が痛い。
1194,乳がん,11.1.1.8.,薬の副作用によるむくみ、顔の赤み、爪の変形で困った。
1195,乳がん,11.1.1.10.,抗がん剤の副作用で、体力が低下したように感じる。
1196,乳がん,11.1.1.10.,抗がん剤による様々な副作用が辛く、悩んでいる。
1197,乳がん,11.1.1.10.,抗がん剤の副作用による身体への負担が大きく、今健康な部分も含めて他の臓器への影響など心配だった。
1198,乳がん,11.1.1.10.,副作用が辛く、抗がん剤治療を途中でやめた。後悔はない。その後は漢方療法などを行っている。
1199,乳がん,11.1.1.10.,抗がん剤治療を重ねるごとに副作用の症状が重くなり、体力も低下して、つらくて落ち込んだり、今後に対しての不安があった。
1200,乳がん,11.1.1.10.,体調不良や身体の変化に悩み、精神的な落ち込みも体験した。
1201,乳がん,11.1.1.10.,副作用がいつまで続くか不安
1202,乳がん,11.1.1.10.,副作用が更年期障害と重なり辛かった。
1203,乳がん,11.1.1.10.,抗がん剤の副作用で、見る、聞く、考える、以外の感覚がすべておかしくなり、首から下は棺桶に生き埋めにされているような感覚だった。
1204,乳がん,11.1.1.10.,抗がん剤治療の副作用がつらかった。
1205,乳がん,11.1.1.10.,抗がん剤（分子標的薬）の副作用があり、治療中１年間は体調が悪くほとんど家事ができなかった。
1206,乳がん,11.1.1.10.,抗がん剤3回ぐらいがきつかった。
1207,乳がん,11.1.1.10.,抗がん剤による副作用で悩んでいる。
1208,乳がん,11.1.1.10.,抗がん剤の副作用がつらく、うつ状態が続いた。もう二度と受けたくないと思った。
1209,乳がん,11.1.1.10.,抗がん剤の副作用がつらく何もできない自分が情けなくて涙ばかり出た。
1210,乳がん,11.1.1.10.,抗がん剤の副作用がひどく大変だった。
1211,乳がん,11.1.1.10.,抗がん剤の副作用が人以上に強く、普通ならば通院でできるところを全て入院になってしまい、仕事を続けることにとても苦労した。
1212,乳がん,11.1.1.10.,抗がん剤の副作用による苦痛。
1213,乳がん,11.1.1.10.,抗がん剤の副作用に苦しんでいる。
1214,乳がん,11.1.1.10.,抗がん剤の副作用や後遺症に悩んでいるが対策がない。
1215,乳がん,11.1.1.10.,抗がん剤治療により体調がすぐれなかった。
1216,乳がん,11.1.1.10.,抗がん剤治療により副作用がだんだん強くなっていき、どこまで強くなるのかわからないのが不安になった。
1217,乳がん,11.1.1.10.,抗がん剤服用中で、副作用もなくふつうに生活しているがたまに体がきついときがある。
1218,乳がん,11.1.1.10.,術前抗がん剤治療中で副作用の程度で悩んでいる。
1219,乳がん,11.1.1.10.,少しだけ飲み薬（抗がん剤）の副作用があった。
1220,乳がん,11.1.1.10.,少し副作用があり心配した。
1221,乳がん,11.1.1.10.,前もってわかってはいたが抗がん剤の副作用は心身ともにつらかった。
1222,乳がん,11.1.1.10.,副作用がつらかった。
1223,乳がん,11.1.1.10.,副作用のこと、他人の目が気になることから抜け出せずにいる。
1224,乳がん,11.1.1.10.,副作用のこと。副作用がいつ消えるのか。
1225,乳がん,11.1.1.10.,副作用のコントロールについて悩んだ。
1226,乳がん,11.1.1.10.,分子標的薬の治療後半、副作用がつらかった。
1227,乳がん,11.1.2.1.,副作用がいつまで続くのか不安。
1228,乳がん,11.1.2.1.,副作用が長期間持続し、不安や焦りを感じている。
1229,乳がん,11.1.2.1.,手指のしびれが何年も続き、毎日が不愉快。
1230,乳がん,11.1.2.1.,抗がん剤治療で体力が低下し、身体がもとにもどるのに4か月かかった。
1231,乳がん,11.1.2.1.,2年間抗がん剤を受け、手足のしびれや足裏の違和感が長期間続き、悩んでいる。
1232,乳がん,11.1.2.1.,2年間の抗がん剤治療で手足のしびれが未だにとれず、足の裏はごわごわと何かがはりついているような不快感、感触がある。治療終了後、2年間この状態が続いている。
1233,乳がん,11.1.2.1.,手の痛み、しびれによって物を落としやすく、抗がん剤後の副作用による足先、足の指間が、綿を挟んだような、砂利の上をいつも歩いているような不愉快さが継続している。
1234,乳がん,11.1.2.1.,抗がん剤の副作用がまだ残っており、非常に疲れやすい。
1235,乳がん,11.1.2.1.,がんが転移して抗がん剤を続けている。薬が終わってもしびれや筋肉痛がとれず、頭もつるるつるのままで、生き生きとした生活が楽しめない。
1236,乳がん,11.1.2.1.,しびれ、術創のつっぱり、痛みなど後遺症がなかなか軽減しない。
1237,乳がん,11.1.2.1.,ホルモン療法を8年間続けている。薬を止めるのは怖いが、副作用の関節の痛み（主に手）、力の衰え、浮腫の心配などがある。
1238,乳がん,11.1.2.1.,抗がん剤で髪が抜けてから生えるまでの長い期間かかる。
1239,乳がん,11.1.2.1.,抗がん剤の副作用で髪の脱毛があり、5年経過した今でも頭の前のほうは脱毛している。
1240,乳がん,11.1.2.1.,抗がん剤治療での脱毛で、6年経った今もウィッグを着ける毎日が続いている。仕事柄ヘアスタイルはとても重要なのに、こんなに元に戻らないものかと悩んでいる。
1241,乳がん,11.1.2.1.,今、ホルモン剤を服用しているが、加齢による体力低下と共に長い間続く副作用がしっかり出ているように思う。何とか生活しているが、副作用は人によって感じ方も違うということであれば、がまんするしかないのか残念。
1242,乳がん,11.1.2.1.,使用中の抗がん剤の副作用による、しびれや痛みはどこまでがまんすればよいのか。効果のある抗がん剤を中断したくないが、いつまで効果が続くのかも不安。
1243,乳がん,11.1.2.1.,治療の副作用の手足のしびれ等がいつまで続くか気がかり。
1244,乳がん,11.1.2.1.,終了後もむくみ、手足のしびれ、顔、手、足の皮膚の変色がある。
1245,乳がん,11.1.2.1.,足のしびれ、手のしびれやこわばり、指の関節痛、巻き爪などの爪の変化などが続いている。これらは年を重ねていって治るものなのか、先行きが気がかりである。
1246,乳がん,11.1.2.1.,転移後、治療の効果はみられるが、このまま薬を投与し続けないといけないため、副作用症状も続き、治療費もかなりの金額になることが不安であり悩みでもある。
1247,乳がん,11.1.2.1.,年月ごとに減少しているが、いまだにある薬の副作用が気がかり。
1248,乳がん,11.1.2.1.,髪が薄いままなのは自分だけかと思ったりする。
1249,乳がん,11.1.2.1.,副作用がいつまで続くか、よくなるのか。
1250,乳がん,11.1.2.1.,副作用の症状がなかなかよくならなかった。
1251,乳がん,11.1.2.1.,薬の副作用が治療中からひどくて、手足の爪が剥がれたり、下痢や吐き気、手足のしびれがひどかった。手術までに下痢と吐き気は治ったが、足の爪は入院中に剥がれたりして、まだ元のようには生えてきていない。
1252,乳がん,11.1.2.2.,足の裏のしびれのため、さっと歩けないのが悩み。
1253,乳がん,11.1.2.2.,抗がん剤治療中は、通常の日常生活がおくれないので困った。
1254,乳がん,11.1.2.2.,コーヒー、お茶、食事など色々の物を受けつけない。テレビを見るのもだめ。体が1日1日大変だるく苦しい日が続いた。
1255,乳がん,11.1.2.2.,気分が悪いと仕事が思うようにできない。
1256,乳がん,11.1.2.2.,抗がん剤の副作用で胃が荒れ、食事がすすまない。これから身体がどうなっていくのか不安。
1257,乳がん,11.1.2.2.,抗がん剤治療の体験がトラウマとなって当時の記憶がぶり返し（特に臭いに敏感になっている）、他人との距離がうまくとれず、人が大勢いる場へ出られない。
1258,乳がん,11.1.2.2.,だるさとふらつき不眠など副作用が続いていて仕事もできない。これ以上身体に負担をかけるのは辛くなった。
1259,乳がん,11.1.2.2.,吐き気との闘いのためあらゆる飲み物が口にできなくなり、水の匂いすら苦痛になった。道の自動販売機や飲料の缶の姿を見るだけで吐き気がした。最後は一滴の水分も口にできず1か月スイカだけを食べてしのいだ。
1260,乳がん,11.1.2.2.,現在飲んでいるホルモンの薬の副作用か、指や肩の関節が痛く、着替えやふたを開けるなどの日常の動作が困難で、このままだとさらに手があがらないどの状況になりそうだが、どうすればよいかわからなくて困っている。
1261,乳がん,11.1.2.2.,抗がん剤で、味覚障害や指先のしびれ、爪の変化も生じ、体力も落ちた。
1262,乳がん,11.1.2.2.,抗がん剤の副作用で家事が何もできなかったとき。
1263,乳がん,11.1.2.2.,抗がん剤の副作用で手、足、舌のしびれが残っているが、周りの人たちがわかってくれないのが悩み。
1264,乳がん,11.1.2.2.,抗がん剤の副作用で手足のしびれがあり、日常生活も困難だった。
1265,乳がん,11.1.2.2.,抗がん剤の副作用の説明も理解はしていたが、足のしびれなどで日常生活や仕事に支障が出ることにより不安が増してきた。
1266,乳がん,11.1.2.2.,抗がん剤の副作用の足の痛みで歩けなくなったり、爪が剥がれて戸の開閉や家事がスムーズにできなくなって、嫁としてつらかった。
1267,乳がん,11.1.2.2.,抗がん剤の副作用の吐き気やだるさがあるときは家事や子育てがつらく夫や周囲にサポートしてもらっている。
1268,乳がん,11.1.2.2.,抗がん剤治療の副作用で思うように体が動かず、家事が思い通りにできない。
1269,乳がん,11.1.2.2.,抗がん剤治療の副作用で思うように体が動かず、家事や子供の世話が思い通りにできない。
1270,乳がん,11.1.2.2.,抗がん剤治療の副作用で体が思うように動かず、家事が以前のようにできない。
1271,乳がん,11.1.2.2.,抗がん剤治療中は4、5日入院した。家族のことができず、自分が動くと体力が失われ満足な生活ができなかった。
1272,乳がん,11.1.2.2.,抗がん剤治療中は体力が落ち、外出先でもすぐに疲れて座りたくなった。
1273,乳がん,11.1.2.2.,治療中、副作用でQOLが低下し、食事作りや洗濯、そうじなどに悩んだが、社会福祉事務所へ相談してヘルパーを依頼した。
1274,乳がん,11.1.2.2.,術後のホルモン療法の副作用で手足の関接痛や指のしびれがひどく、日常生活が送れなくなった。
1275,乳がん,11.1.2.2.,想像以上に副作用がつらく起きあがれないときがあった。
1276,乳がん,11.1.2.2.,頭髪の脱毛で髪がすべてなくなったとき、ウィッグでも不安で外出に悩んだ。
1277,乳がん,11.1.2.2.,二人暮らしの父親や近所にも知らせていないので、脱毛の症状が出てからは生活しにくかった。
1278,乳がん,11.1.2.2.,髪が抜けてしまったので、行動が少し制限された。
1279,乳がん,11.1.2.2.,副作用がつらく、抗がん剤治療をやめようと思った。一日中家で寝ていて、食べられない、何もできない、自分が歯がゆい。
1280,乳がん,11.1.2.3.,抗がん剤による様々な副作用が辛く、悩んでいる。
1281,乳がん,11.1.2.3.,がんが全身に転移した5年前から抗がん剤治療が絶えず続いており、一つの薬が終わっても手指のしびれや筋肉痛が取れず、頭はつるつるのまま。生き生きと生活を楽しめない。
1282,乳がん,11.1.2.3.,抗がん剤治療後、体調が戻らず、心身ともにつらい。
1283,乳がん,11.1.2.3.,抗がん剤治療の副作用のつらさで、無気力になりやすい。
1284,乳がん,11.1.2.3.,ホルモン剤の影響で体調が悪いとき、やり過ごすのがつらかった。
1285,乳がん,11.1.2.3.,坑がん剤の副作用で水分や食事がとれない期間がきつかった。
1286,乳がん,11.1.2.3.,抗がん剤の副作用がつらく、うつ状態が続いた。
1287,乳がん,11.1.2.3.,抗がん剤の副作用で心身ともにつらくなった。
1288,乳がん,11.1.2.3.,抗がん剤や放射腺の治療でつらい思いをした。食欲もなく夕方近くになると自然と涙が出る毎日。
1289,乳がん,11.1.2.3.,抗がん剤治療が回数を重ねるごとに副作用が強くなり、この副作用からいつ抜け出せるのか悩んだ。1回ごとが不安だった。
1290,乳がん,11.1.2.3.,"抗がん剤治療のころ、ふだんはすごく元気なのに治療のたびに副作用で具合が悪くなるので、なぜこんな治療しなくてはいけないのかと悩んだ。骨に影が見られるといわれこんなに治療したのになぜと医師に聞くと、予防のためだったからしかたないと言われ、その言動にすごくつらい思いをした。"
1291,乳がん,11.1.2.3.,抗がん剤治療の副作用で心身のダメージが大きい。
1292,乳がん,11.1.2.3.,抗がん剤治療を行っている中、体力が低下してきた。
1293,乳がん,11.1.2.3.,治療中は抗がん剤の副作用が強く、薬に負けてしまうのではないかと思った。
1294,乳がん,11.1.2.3.,体力がいつまで続くのか。
1295,乳がん,11.1.2.3.,副作用のため体が思うように動かなかったり、熱を出したりした。
1296,乳がん,11.1.3.1.,放射線で、皮膚がだんだん赤くなり、ただれてひりひりして心配だった。
1297,乳がん,11.1.3.1.,放射線治療による色素沈着（赤みや黒ずみ）が、なかなか消えない。
1298,乳がん,11.1.3.1.,治療開始後1か月以上過ぎてから皮膚の柔らかい部分が赤く腫れ、毎日かゆみとの戦いが続いている。
1299,乳がん,11.1.3.1.,放射線を照射した場所に湿疹ができたり、かゆみがあった。
1300,乳がん,11.1.3.1.,照射後1年近くたっても皮膚が黒くなり、一部が固いしこりとなっていて、がんのしこりと区別がつきにくい。
1301,乳がん,11.1.3.1.,放射線治療のときずっと気分が悪く、皮膚もただれ皮がむけて痛く、自分の胸を見たとき、元に戻るだろうか、どうなっていくのだろうかと精神的にもつらく、悩んでいた。
1302,乳がん,11.1.3.1.,放射線治療で、肌の色がトースト色になってしまったが、一年ちょっとで、ほぼ元の肌色になった。
1303,乳がん,11.1.3.1.,放射線治療で、皮膚がケロイドになった。
1304,乳がん,11.1.3.1.,抗がん剤や放射線治療での嘔吐、脱毛、食欲不振、焼けただれた腋の下の膿の処置がたいへんだった。
1305,乳がん,11.1.3.1.,放射線療法は火傷のようになり、痛みがやまなかった。
1306,乳がん,11.1.3.2.,放射線治療時に少々のふらつきと吐き気があった。
1307,乳がん,11.1.3.2.,放射線治療の副作用で吐き気があり、食欲もなく悩んだ。
1308,乳がん,11.1.3.3.,放射線肺炎で息切れ、咳がでて、仕事が続けられるか不安になった。
1309,乳がん,11.1.3.3.,放射線照射治療後、放射線肺炎と喉の違和感に悩む。冬になると寒気が強く耐えがたい。
1310,乳がん,11.1.3.5.,放射線治療の影響で、部分的に、あるいはからだ全体に熱っぽさが生じるので悩んだ。
1311,乳がん,11.1.3.5.,放射線治療により、体がだるく元気がなくなり、つらかった。
1312,乳がん,11.1.3.5.,放射線治療の最後のほうで、微熱と咳で悩んだ。
1313,乳がん,11.1.3.5.,手術は成功したが退院後半年くらいで予想外の放射線性肺炎を発症し、ステロイド療法により種々の副作用が押し寄せた。
1314,乳がん,11.1.3.5.,放射線を受けた側が、反対側より骨が痛いと感じることがある。背中も同様の側がたまに痛いと感じることがある。
1315,乳がん,11.1.3.5.,放射線治療で放射線酔いや肋骨骨折など副作用があり、個人差があるのだろうか、かなりつらい思いをした。
1316,乳がん,11.1.3.5.,放射線治療の後、腕が痛くて動かせなくなった。その後リハビリで改善した。
1317,乳がん,11.1.3.6.,放射線治療の副作用に悩んだ。
1318,乳がん,11.1.3.6.,放射線治療中ずっと気分が悪く、皮膚もただれ皮がむけて痛く、元に戻るだろうか、どうなっていくのだろうかと精神的にもつらかった。
1319,乳がん,11.1.3.6.,放射線治療の副作用や後遺症について悩んだ。
1321,乳がん,11.1.4.6.,放射線治療後に痛みがあるのが不安に感じる。
1323,乳がん,11.1.4.8.,後遺症がどのくらい残るのか、いつ頃までに回復するのかが気になり、悩んだ。
1324,乳がん,11.1.4.8.,退院後、放射線治療後、薬の副作用がある。何かがよくなれば、他が悪くなることもある。
1325,乳がん,11.1.5.2.,手術の痕やその周辺部の痛みや不快感が長期間続き、悩んでいる。
1326,乳がん,11.1.5.2.,手術した痕やその周辺の痛みがあり、つらい。
1327,乳がん,11.1.5.2.,手術後の傷の痛み、突っ張り感や傷痕内部のうずくような痛みに悩まされている。
1328,乳がん,11.1.5.2.,手術の痕や周辺部の様々な痛みに苦しみ、いつまで続くのか、どうしたらよいか不安を感じて悩んだ。
1329,乳がん,11.1.5.2.,傷を縫ったところがつっぱり、寝る体勢が難しく、一晩中からだを回転させている。そのため術後5年以上たつが、睡眠が十分とれない。
1330,乳がん,11.1.5.2.,予想以上の長期に亘って痛みが続いていることと、その痛みに関しての周囲の人々の無理解に悩み苦しんでいる。
1331,乳がん,11.1.5.2.,リンパ節切除後の傷や周辺部の痛み、しびれ、つっぱり感等に悩まされた。
1332,乳がん,11.1.5.2.,手術の痕やその周辺部の痛みや不快感が長期間続いた。
1333,乳がん,11.1.5.2.,手術した痕やその周辺の痛みがあり、つらい。
1334,乳がん,11.1.5.2.,手術でわきのリンパ節をとり、腕から胸にかけてのしびれ、痛み、違和感が続き、つらい。
1335,乳がん,11.1.5.3.,術後の後遺症で（患側の）腕が上がらず、動きが制限され、生活や仕事への支障が出ることに悩んだ。
1336,乳がん,11.1.5.3.,退院後、思うように動かぬ腕に苛立ちを感じた。
1337,乳がん,11.1.5.3.,脇の下のリンパ郭清により、思うように腕が使えず、スポーツにも制限がある。
1338,乳がん,11.1.5.3.,腕が上がりにくいし、力が入りにくく、握る力が半分になった。
1339,乳がん,11.1.5.3.,買い物のとき、今まで無意識に利き腕に荷物を持っていたが、手術側なので負担にならないように、反対側に持ち替えている。
1340,乳がん,11.1.5.3.,後遺症のため、左手が動かなくなり自分はこれからどのように生きていけばいいのか模索中である。
1341,乳がん,11.1.5.3.,手術した側の腕に重い物を持ったり、草取りで鎌を使ったりすると、その腕が重く感じ、肩もこり、気分が悪くなる。
1342,乳がん,11.1.5.3.,脇の下のリンパ節郭清のため、腕が以前のように動かず、運動機能が制限される。
1343,乳がん,11.1.5.3.,腕が上がらず、肩、首、腕の痛みに悩んだ。
1344,乳がん,11.1.5.3.,手の運動を毎日しているが、何か良い方法はないものか。
1345,乳がん,11.1.5.3.,リハビリを受けていたときからしばらくの間、手術を受けた方の腕が後ろに手が届かない箇所があった。今も少し残っている。
1346,乳がん,11.1.5.3.,患側をかばい、あまり動かさないようにしていたために、患側の腕があがらなくなり、わきが痛くてしびれる。
1347,乳がん,11.1.5.3.,手術側の腕を後ろにやる動作の時、痛いし、動かしにくい。
1348,乳がん,11.1.5.3.,手術で腕の力が落ちたので、会社で今までのように仕事がこなせなくなり、一時は退社を考えた。
1349,乳がん,11.1.5.3.,腋窩リンパ節郭清術後で、手術した側の腕に力が入らなくなった。
1350,乳がん,11.1.5.3.,術後の後遺症で腕が上がらず、家事等つらいのに、痛みを訴えても家族がわかってくれずつらかった。
1351,乳がん,11.1.5.3.,脇の下のリンパ郭清も行っているので、腕から胸にかけてのしびれや痛みが続き、腕がだるく重い物が持てない。
1352,乳がん,11.1.5.3.,リンパ廓清による右腕の支障と運動制限、腕を一生保護しないといけないなど、不安が次々と起こった。
1353,乳がん,11.1.5.3.,手術した側の腕で重い物を持ったり、その腕を使ったりすると重だるさや肩こりなどがある。
1354,乳がん,11.1.5.3.,手術の後遺症と言うべきか、リンパ切除後の腫れやしびれが胸やわきの下に残る。
1355,乳がん,11.1.5.3.,手術後、左手がすごく重く悩んだ。
1356,乳がん,11.1.5.3.,手術後、腕が上がるようになるまでは時間がかかった。
1357,乳がん,11.1.5.3.,手術後、腕に違和感があり上がり方が気になる。
1358,乳がん,11.1.5.3.,手術後の筋肉の張り、しびれや痛み等がある。
1359,乳がん,11.1.5.3.,手術後の生活にも慣れてきたが、胸がはり、わきの下も痛みが気になる。
1360,乳がん,11.1.5.3.,術後10年になるが、脇の下にときどき軽い痛みと突っ張り感があり、重いものの持ち運びは避けている。
1361,乳がん,11.1.5.3.,術後の後遺症で（患側の）腕が上がらず、動きが制限され、生活や仕事への支障が出ることに悩んだ。
1362,乳がん,11.1.5.3.,乳がん全摘手術で、筋力が低下し、手術した側の腕に不自由がある。
1363,乳がん,11.1.5.4.,術後のつっぱりや痛み、しびれのため、寝返りが自由にできない。
1364,乳がん,11.1.5.4.,手術した側の腕が時々しびれた感じがあり、仕事でパソコンを常時使っていると、腕が疲れやすい。
1365,乳がん,11.1.5.4.,患部を大きく切除しているので、服を着るときに形を整えたりするのに困っている。
1366,乳がん,11.1.5.4.,手術で腋窩リンパ節をとったので、そちら側の手に力が入らず、ちょっとしたものでも持てなくなった。
1367,乳がん,11.1.5.4.,術後の痛みやつっぱり、しびれが残り、患側を下にして横になれなかった（寝る姿勢が難しい）。
1368,乳がん,11.1.5.4.,手術側の腕が利き腕で、術後思うように使えず悩んだ。
1369,乳がん,11.1.5.4.,脇の下にくぼみがあり、むだ毛の処理ができない。腕が以前のように動かず、運動が制限されてしまう。
1370,乳がん,11.1.5.4.,腋窩リンパ節切除で、これまで何気なくできていたことができなくなり、重いモノを持つことや力仕事ができなくなった。
1371,乳がん,11.1.5.4.,術後後遺症で、仕事や家事で腕をあげなければいけないとき、痛みがありつらかった。
1372,乳がん,11.1.5.4.,乳房の切除のため、荷物を持ったり、腕を動かしたりすることが不便。重いものを持った後は鈍痛を感じることもある。
1373,乳がん,11.1.5.4.,患側の腕の痛みやしびれで、物を落としやすい。
1374,乳がん,11.1.5.4.,リンパ節郭清により、手や腕に力が入らず、仕事や生活に影響が出ている。
1375,乳がん,11.1.5.4.,手術した側の腕が後方にまわらないときやハードな仕事のときは鈍痛を感じるので、患側の腕は注意しながら使っている。重い荷物はできるだけ反対側の腕で持つ。
1376,乳がん,11.1.5.4.,腋窩リンパ切除のダメージが、加齢に伴い、辛く感じるようになった。
1377,乳がん,11.1.5.4.,術後の後遺症で腕が上がらず、家事等つらかった。
1378,乳がん,11.1.5.4.,リンパ廓清により、腕が思うように機能せず仕事、家事、日常生活に支障が生じた。
1379,乳がん,11.1.5.4.,リンパ節を取った腕の違和感に慣れること。
1380,乳がん,11.1.5.4.,リンパ節廓清でこれからずっとリンパ節郭清した側の腕に気をつけなければならない。
1381,乳がん,11.1.5.4.,リンパ節廓清の影響で腕が上がりにくいなど、手術後の体の変化についていきにくい。
1382,乳がん,11.1.5.4.,以前よりも疲れやすく、足のむくみ、腕の痛みなどがある。
1383,乳がん,11.1.5.4.,家事がやっていけるか。
1384,乳がん,11.1.5.4.,手術でわきの下のリンパ節も切除したので腕が前のように上がるか心配。
1385,乳がん,11.1.5.4.,退院後は手術後の痛み、体の不都合さ、抱っこや入浴など子どもとの接し方が変わった。
1386,乳がん,11.1.5.4.,放射線治療中に手術した側の肩が上がらなくなったが、治療の影響なのか、たまたま五十肩になったのか、担当医からは直接返答がもらえずもやもやした。
1387,乳がん,11.1.5.4.,腕の可動域が狭くなり、思うようにリハビリが進まない。
1388,乳がん,11.1.5.7.,術後1か月で体が思うように動かず、しんどい。
1389,乳がん,11.1.5.7.,手術痕からのリンパ液もれがなかなか止まらず、悩んだ。
1390,乳がん,11.1.5.7.,傷口が塞がるまで恐くて風呂に入れず、1か月を過ぎた頃までは激しく動かすことができなかった。
1391,乳がん,11.1.5.7.,退院後すぐに液がにじんできて、医師は大丈夫だと言ってくれたが、お風呂に浸かるまでだいぶ時間がかかった。
1392,乳がん,11.1.5.7.,手術した方の腕と胸の周り等、少々疲れやすい。
1393,乳がん,11.1.5.7.,身体がゆがみ、ネックレス等をつけるとゆがむ。
1394,乳がん,11.1.5.7.,手術部位やその周辺の腫れ、違和感、圧迫感等に悩んだ。
1395,乳がん,11.1.5.7.,形成をし5年間後遺症で悩んだが、8年後くらいより突然筋肉が動き出したように思えた。
1396,乳がん,11.1.5.7.,片方の乳房を取ったので、体のバランスが悪い。両方取ってもらいたいといつも思っている。どうしても左右のバランスが取れない。
1397,乳がん,11.1.5.7.,手術した周辺に時折かゆみがあり、再発かと心配になる。
1398,乳がん,11.1.5.7.,手術後、2～3か月は部位をさわれず風呂に入っても洗えなかった。術側で重い物を持ってはいけないと言われ、孫のお守りが恐かった。
1399,乳がん,11.1.5.7.,リンパに水がたまり、その治療がたいへんであった。
1400,乳がん,11.1.5.7.,リンパ節廓清で、脇の下の手術後と放射線治療後の硬さが不快で、このままずっとこの硬さが残ってしまうのかと心配した。
1401,乳がん,11.1.5.7.,汗をかいたりすると背中や腰の辺りがチクチクするので不快。
1402,乳がん,11.1.5.7.,治療後、手術後はほぼ生活の制限はないと言われたが、今までの自分の身体ではない感覚に悩み、生活のリズムが整わない。
1403,乳がん,11.1.5.7.,治療中、全摘だったので手術部位に本当に肉がついてくるのかと心配した。
1404,乳がん,11.1.5.7.,手術した医師は執刀例の多い優秀な医師ということだが、手術後腋にこぶのように脂が寄ってしまったのが縫うときに腋に押しやってしまったのではと思い、見た目に満足していない。
1405,乳がん,11.1.5.7.,手術して3年になるが、特に足のしびれで悩んでいる。
1406,乳がん,11.1.5.7.,手術後乳房の腫れが治らず、再度傷口にメスを入れてたまった血液など出した。その傷跡から5ヶ月ほど出血や分泌物が続き、とても不安だった。
1407,乳がん,11.1.5.7.,首から胸にかけて、痛いというか腫れる、熱を持つ、疲れる。
1408,乳がん,11.1.5.7.,出血したので治りが遅く医師に迷惑をかけた。
1409,乳がん,11.1.5.7.,術後の体の変化に驚いた。腕や脇などのなんともいえない違和感、リハビリしてもなかなか元通りにならない、何度も脇にたまった水を抜き、少し楽になるが、また繰り返す。こんな時、（ああ、治ってないんだな）といつも不安になっていた。
1410,乳がん,11.1.5.7.,体が以前の状態に戻るのか。例えば毛髪が生えるのか、術後の腕のだるさは治るのか。
1411,乳がん,11.1.5.7.,退院後の診察が1ケ月後だったので、その間に傷口から出血したときには心配であった。
1412,乳がん,11.1.5.7.,膣炎。
1413,乳がん,11.1.5.8.,右手がリンパで検査したことで、気楽に使えないこと。
1414,乳がん,11.1.5.8.,退院後、手術痕の傷の処置がきれいにいかず治療中。
1415,乳がん,11.1.5.9.,後遺症に苦しみ悩んでいる。
1416,乳がん,11.1.5.9.,手術後の後遺症に苦しみ、また体調がなかなか回復せず、以前のような生活に戻れない。
1417,乳がん,11.1.5.9.,胸のバランスが悪い。
1418,乳がん,11.1.5.9.,手術の後遺症がどのくらい影響するのか、以前のような日常生活が送れるのか不安。
1419,乳がん,11.1.5.9.,手術の翌日、吐き気が治らないまま普通食を食べるのはとても気持ち悪いことだった。主治医はすぐ対応を考えてくれ、看護師の言葉で食べることになったが、がんばっても4割。その後も食が進まず、退院後も食欲不振で現在まで体重減少あり。
1420,乳がん,11.1.5.9.,手術後の家事などのこと。
1421,乳がん,11.1.5.9.,親の介護が自分の後遺症と重なり、つらい時期があった。
1422,乳がん,11.1.5.9.,乳房全摘をしたので体のバランスが悪くなったように思い、術後6年経っても片側の肩こり頭痛が続いている。
1423,乳がん,11.1.6.5.,手術のあとの傷が乾くまで1年かかり、退院してから家で傷の消毒を毎日していたが、大変だった。
1424,乳がん,11.1.6.5.,感染を起こさないために患部を消毒することが結構大変。
1425,乳がん,11.1.6.6.,車のシートベルトが痛くてできないときがあり、検問で説明したら証明書をもらうように言われたが、病院では「しなくても良いということは書けない」と言われ、どうしたらいいのかわからない。
1426,乳がん,11.1.6.6.,手術後仕事に復帰したが、満員電車で人と胸が当たるのが怖くて手で胸をガードする。妊婦なら、おなかに赤ちゃんがいますとわかるバッジがあるのに、がん患者は優先座席にも座れず、体調が悪いのに車内で立ち続け1時間かけて職場に通ったこと。
1427,乳がん,11.1.9.6.,便意はあるが、少しずつしか出ず、残便感もあるため、何度も排便しなければならず、困っている。
